"review_id","user_id","business_id","stars","useful","funny","cool","text","date"
"186E6M7NVVY1A-jXwLxfcw","B82Pr98evhjzyG5bWANHAQ","tQ6VNQ9ezkxRE4bvu9WShQ",3,1,0,0,"I really enjoy the flavor of all of their food! But the portion size is small compared to all the other good bbq places in town. You only get one slice of brisket on the dinner plate. Everywhere else gives you at least 3.. So I would stick to getting wings cause man those are just killer. Also during happy hour you get 10 wings for 7 bucks :) But the manager is super nice, our server was very nice and attentive and the hostess greeted us with a smile and a hello immediately. So we will definitely go back.","2015-08-22 20:28:40"
"WqiIrKw0f1ynAa43Ci0g7A","5rT0urbs44dZYBxYwX_J5w","bXjnfT69E8DJinX-ifOofA",5,0,0,0,"WOB seems to have gone through a few owners over the last decade.  What was a hole in the wall wing place writh very few customers here and there is now a bustling wing joint. Wings are always cooked right,  never over done,  sauces are unique and tasty and if you don't get the baked potato fries you're really missing out. The servers are generally friendly and efficient. The only down side is it can get very busy which slows down service quite a bit.  So of you're in a hurry during a rush, you might want to try to come back another time.  This is my new wing joint,  check it out. .. if you don't love it,  you have no soul.","2015-05-16 07:06:20"
"UWq7QDLOF1LMtkubR7BwtA","slpyLHWsvPXwj1XPoyjugQ","6CsLAjWXFlLpErBZEmGQ5g",5,7,0,5,"Cheap, delicious Indonesian food that is easy on the pocketbook.

You know an Indonesian restaurant is truly legit when 2/3 of the customers eating there are Indonesians and nothing on the menu is over $6. They only had one server. However, he was speedy and extra friendly. 

The fried wontons were excellent. Real crispy on the outside, soft and flavorful inside. The #1 item on the menu, the homemade noodle dish, Mie Komplit was tasty and satisfying ($5). The noodles and soup came separately. When asked our affable server if we should pour the soup into the noodles, he answered politely and gave us his honest opinion (eat separately).  We also ordered the pork platter ($6). It came with several vegetables and different types of cooked pork. It was very palatable and enjoyable to eat.

Insanely delicious hole in the wall.","2012-11-09 16:10:02"
"TsK3MR-zaO2AMMAFUdCrAA","icQmpS8MNK05hTzSzIu0cg","14JwHj1Cxs5bkkJg5iuPog",5,0,0,0,"Lost the key to my ford and they were able to make me two new keys at a really great price!!","2017-11-19 16:26:27"
"s7UypCU1z63Ys4Q0Z1csyA","Z1ZF20mpWqX2KKhcregD-g","Yh_KhyVD6ZBwsIQQ1wSUpw",1,1,0,0,"The food is good, service is ok but the owner is NOT a human being. I saw a homeless guy and wanted to buy him some food so the owner wouldn't let him in, even though the homeless wasn't dirty he just had a sign on his hand. Never coming back","2016-06-23 20:31:30"
"QdyQIscJwytHiKFj_ZP16Q","mRyrthgzSYgqOU6-nNtQcw","jGewGnIYcf9LFBcR8lMC5g",4,0,0,0,"Slamming fries and killer service! My best friend ordered a burger which was sufficiently juicy considering it was well done. On the downside, they charged for selzer and the prices over all were a few dollars above normal per item but in my humble opinion well with it.","2015-10-18 01:54:09"
"-Tff3y0u3CqtwMq4aXbNTg","Htoj8c0CKnH75L6-uQaixA","VZfc50XVwgdCecH4YbGNFg",4,0,0,0,"Came here with my boyfriend for lunch because we had a Groupon. The homemade chips and sauce they served us were delicious. The chips were so crunchy and warm! We ordered the Sweet Chili Wings, Garlic Parmesan Wings, and Eats! Original Chicken Burger. My favorite item was the Garlic Parmesan Wings which were really crispy and buttery. The Sweet Chili Wings tasted like they just poured a bottled sweet chili sauce over it. The Chicken Burger was cooked well; not dry at all. Our food came out at a reasonable time. I will definitely be back.","2015-07-18 16:07:37"
"Uz94ISY4REBG0Yeuoszcgg","DrD4gyOQ3iOXWZUej153Ng","FSTmzo0beEVMRMSArcp4fg",2,0,0,0,"First visit tonight. Nice, clean place. Reasonably priced. Friendly staff. Excellent presentation of extremely bland, mediocre food. I ordered the chicken fajitas. Onions and pepper base (warm) on a tepid fajita platter. Meat, room temperature. Pico, cheese, sour cream, tortillas were nothing special. I was underwhelmed. I don't think I'll be back.","2015-11-19 00:30:41"
"ycHEv5wwMZOsNgAW8dn_Og","o-1A0-x5Bku-XpPw-K9mLw","VRGYwKE_Z77frm5NwLvJhw",5,0,0,0,"Good food, great milkshakes!! Loved it! I will definitely be back next time I am in town!!","2017-08-07 19:44:05"
"X3PYmHkfLaErxWFORsHEuA","AiwVzxg4paqeDX82O4oFLg","A0F-h3xJm_6gHDKcDQwSrQ",4,0,0,0,"i really only come here because i work so close by. aside from their delicious affogato, i've also had good lunches here (try their anti-pasti salad bowl!). oh, and the gelato is good here *duh!","2012-07-18 17:14:17"
"6K2PnJinqLxBYnJML_DJJQ","tO5fzU9Ix6oQszfw-qevbw","ompDR5sUDpoI6gnTldmneQ",4,0,0,0,"Really good food. We ordered the appetizer for four which would feed 8. Don't order the large one I'm afraid how big it would be. We then had stuffed crab with greens and Mac and cheese. Food was very good. Service was excellent","2016-05-22 00:33:30"
"j1FN_Qi7NpCifb-qdcQy7w","iJpgy47yC8tpwy7_6G3tpA","WIv5kTb_P3jnngPkMeRRNw",4,0,0,0,"I gave this place four stars (even though quality wise it probably deserves a 3) just because I have a special place in my heart for the lunch runs we did here when I worked at the travel agency around the corner. It's not-the-best-omg-amazing sushi, but it is solid, edible, and cheap. Also, it's BYOB but I don't recommend this place for a cozy, intimate BYOB dinner night with your S.O. It's more of a ""get boozy with your girlfriends post-work dinner"" or boozy lunch with co-workers kind of place, as the inside is not super nice, and the tables are kind of rickety. But the staff are so, so friendly and accommodating.","2013-11-14 19:42:00"
"U-sld1EIZC02GquVP7uciQ","VgveWQhvYChDv1UTKr_xew","1FURjeGJi_LBXcJQg8eskw",2,0,1,0,"I went in July 2016 with my family. They ordered sandwiches which were okay, no rave. One salad order wrong. I ordered a chicken quesadilla. Horrible. I had to hunt for the few pieces of chicken and they used a yellow cheese, not real sure but I think cheddar. Clumpy and cold. And no ocean view. Parked WAY down the road so forget handicap or elderly. There was a tiki bar that had 'stay out' yellow tape and a sign warning 'no kids'. Of course children kept going in and one of my party rescued them until the parents noticed. Poor way to insure customer safety.","2017-02-12 00:23:01"
"YyKqLDBKpLDwi2A2ju1SIg","ofqPlhzx6uLDyFKdtLCUiQ","NFFS6Qow43IRG6dRPgZCzQ",4,0,0,3,"A friend suggested this cafe for a lunch date a while back and I cannot stay away. My husband is obsessed with their Peanut Butter Deluxe smoothie. And while Its an obsession I cannot afford to indulge - their bread is what dreams are made of. I love to get their soup due jour over brown rice. Yum! Whether its Breakfast or Lunch - you can't go wrong at Cafe Deluxe.","2016-04-11 16:32:29"
"Ldbzr4DLQ498a1SmnljKUA","9cQ9KnKXAqhdTJ36scN01w","lk9IwjZXqUMqqOhM774DtQ",4,0,0,0,"This place is so yum! I came here while visiting Nashville and I really wish we had this place in Chicago.

I ordered a Build Your Own Salad with arugula, chicken, goat cheese, strawberries, and vanilla-poached pears. Super fresh and healthy. They do cram the salad into this jam-packed plastic container, and when you open the container, your salad contents will likely overflow out of the container. Why is it not socially acceptable to eat salad out of a huge basin-like serving bowl?? :)

They also had this amazing-looking section of desserts. I ordered the peach carrot cake, which unfortunately was just okay. The frosting was buttercream; it probably would have been better with cream cheese frosting. It's a definite pass, so only deducting one star due to the sub-par dessert. But I would definitely return!","2017-10-12 17:01:43"
"e8n25_uICV4K3RPdQo5Pbw","CVcgzdIFl3rD2fzugvAxXw","M0r9lUn2gLFYgIwIfG8-bQ",2,0,0,0,"I was really excited to try this restaurant. I heard they made everything from scratch including buns and condiments. But after trying to seemed like a hip restaurant to be at, but burgers were very bland. I've had better burgers elsewhere. It very popular and we waited a long time to eat but wasn't worth it in the end.","2016-05-21 01:52:53"
"ieQOtoxrG5kZyLPOVQNv5g","EcRQmIFdW7ynvLthjnLINg","ORL4JE6tz3rJxVqkdKfegA",4,1,1,1,"Beautiful.  What a facility!  

A little too much nickel and dime...for everything

Some poor service.  Waiter Rudy at Wasabi's sucked and got a weak tip for it.   Dawn at front desk sent me the long way through the Cascades to where my room was supposed to be.  It was actually at the other end and the hall right next the registration was way shorter which I would have appreciated when I was toting all my luggage and supplies.  She was also difficult about giving the room I reserved and tried to get me to take ""a bigger room but it has a pull out bed"".  Ended up giving me a room with a parking lot view.  Nice Dawn- way to try and spoil my experience.  Everyone else was very nice and helpful","2014-03-17 22:04:08"
"lLWmTRK-Ui9ITnYO02W-Vw","GA9xycCivI1V3VogBDqMAA","GlYN-RJyL_YwxIqsSDo1ag",3,0,1,0,"""Gluten free"" is used loosely in this restaurant, there are many options, however it's all made on the same equipment, so cross contamination is a guarantee. If GF is your preference, this is a tasty place; if you're allergic or intolerant to Gluten, it's not so great.","2016-02-14 15:52:34"
"cD8HmvLkZvFqJ0R82AL8eQ","OTTKmLnZTDBeVsDyj_KhAQ","HjLYCBxJti8V-hsP_yVZ3w",5,1,0,1,"Best Indian food in Boise, bar none. Interesting atmosphere, fresh ingredients, lunch buffet every day. Varied menu. Large selection of beer.","2014-09-10 20:08:14"
"iML7tu-eKNrpYVBKYgDTEg","F_VFJvMHitqHPF4Yu2KItg","_9x1oSQghxEPuUeb5NPShw",3,2,0,1,"I really adore this place if it weren't for the ridiculous prices and small portions. The atmosphere is great and filled with Arabic music. I love the seating and the layout of everything which gives it a strong Middle Eastern vibe. The service is not so great because they do not check up on you at all. You have to call them over if you need anything. Also, the hookah is way overpriced for $25...though it is delicious. I haven't eaten there before but I have seen what my friends have ordered and they barely give any food and charge way too much. Another downer is that there's only people there on weekends. On weekdays it is completely empty. 
Oh how could I forget? I love that there's a belly dancer, though they could find better. I'd only come to this place again if I had a lot moola and didn't mind spending it.","2011-04-26 20:55:13"
"d0UOw-T8d8luQDunXc1ZSw","uYGI1B3I4UWgVVnhpH0nkg","_pbx96FZ3eHJw-V_R4h-Vg",3,2,1,1,"Hmmm, went here for a conference and they seemed unprepared for the said conference. How does that happen? We couldn't check in and had to wait hours for a room to be ready. The rooms are definitely spacious but they need some rehab, especially the bathrooms. Also, if you're having a conference, good wifi would be an added benefit. Maybe they were having and off week. Breakfast was a nice bonus.","2017-03-08 22:57:27"
"hnEneKcJ5xoQG9GUgdFW0Q","T1jPdJvC8TmcIn7J7rR-Qg","dBCNUSbz5-8nQNrxWo5deg",5,0,0,0,"We went here for dinner last night.  The service was very good.  Gave us as much time as we needed with the menu.  Ordered salad, appetizers and entrees.  Each plate was better than the last.  There were 5 of us.  We tried each other's plates.  Amazing.  I would highly recommend this restaurant.
We had Tostones, Nachos, Fingerling Salad, Med Plate.  We also had Blue Corn Tacos, Empanadas, Tacos.  And my friend from California, used to live in the area, brought us here for the Hazelnut Toffee basket.  Nothing disappointed.  All so good.","2018-05-30 17:25:48"
"hjXGDjCc1WyOOSa4o5J1ug","kSlFIcuZb0SQJPXVHsabGA","BYfBlLIu9lp5GNcuN3k-vA",4,2,2,0,"The Vault of Souls experience was a great evening, and I would highly recommend it.  Every part of the performance was cleverly orchestrated with a great attention to detail.  The Arrival was pleasant, and the Ventilater drink was refreshing and yummy!  Without saying too much about the Ritual itself, I would say to take your time and explore everything.  The actors were wonderful!  The decor everywhere from beginning to end was absolutely fabulous.  The place oozes with real history which we loved.

We got what we came for which was an upscale, spooky experience which was ""night and day"" from Howl-o-Scream which we did the night before.

If I had any constructive criticism it would be that it was a little difficult to follow the plot and ""solve"" whatever the puzzles were leading to ""escape.""  We've done many escape rooms and we are generally good at those sorts of experiences but Vault of Souls might benefit from a little more direction on what is the goal.  

The book of poetry was very nice, and we really enjoyed hanging out in the Gin Joint. will definitely be back next year as this was a value-filled experience!","2015-10-26 12:12:00"
"A61vFgkrSgE7xExhpfANTQ","Lv6oo-Szc3KQUafQtemXmQ","oQ5CPRt0R3AzFvcjNOqB1w",4,0,0,0,"This place had a long line, and we went on a Monday! Worth the wait, though. While there was parking behind the building we had to circle a few times bc it was still so busy!

While I don't have any other hot chicken to compare this to, I was impressed and found everything on my plate to be delicious. The brisket tacos were also very yummy! The sides weren't anything special.

After we ate we walked around this neighborhood, which was really fun.","2017-03-27 19:43:25"
"M2WUobWmxkHKgTNae5JJMw","PwBCuu1yOvDtMudIXGQ5HQ","mcr1lAEdvGLMJhuPwI3I2A",5,0,0,0,"Best Chinese/Taiwanese  food in Reno! My daughter wolfed down the braised beef noodle soup in minutes. I did not even have a chance to try it. My other kid cleaned out the fried rice too.  I ordered the chicken bento box. It was delicious. We all shared the tasty and crunchy popcorn chicken. We had no left-over. Definitely will return for more tasty food.","2016-01-04 06:25:33"
"4QYUDyZSq0CKnbYLqfCPrQ","iiu3bqTQyXy2Eu-jzO0T2Q","pj8Y-5vfbRitnnm2xJFH9w",1,2,4,1,"This is not a character assassination. The servers at the Jamaican Jerk Hut all seemed very lovely. But my first (and likely only) dining experience there was one of those that was tainted by the haze of mood-altering blood sugar levels from ridiculously long wait times which were compounded by loud and obnoxious clientele* that I think the management are letting ruin their establishment. 

In most cases any place is worth a second chance since I know there are always extenuating circumstances: their top server has mono, a shipment of Jerk seasoning is stuck on route 95, they had to physically go slaughter our dinners and the chickens were riled up from the flash mob on South St. But after reading past reviews apparently deplorable service has been the norm since they started riding the coattails of being in the film In Her Shoes. Additionally, even though the curry goat was pretty tasty two hours after I ordered it, I consider the pains I'm still having in my gut 8 hours later as punishment for not trusting my instincts and getting the hell out of there when we first arrived. The back of the house told us to check-in up front, the front told us to check-in out back, a reservation book inside had nothing written in it (funny, considering we all had a few to contribute by then.) All of this should have been a big warning sign.

*In hindsight I realize that the additional charges (listed below) mentioned on page 2 of the menu were most likely created to discourage college kids from coming in to take advantage of the BYOB and 'drinking under the radar' (made obvious by the overly drunk girl who needed help both walking to the bathroom and holding her hair back.) Not only does it ruin the experience for the grown ups who can hold their liquor but it's ineffective and unnerving, especially in a place that seats at least 50 people and has only one bathroom. It's also absurd for already overpriced food, less-than-stellar service, wait times, plastic cups, etc. Then they don't even honor their own fees since the only add-on we were charged was 4 $3 corkage fees, which didn't even add up to what we actually consumed!
- $12 minimum to sit on the patio, 
- 20% gratuity for parties of 6 or more, 
- $4 entertainment fee on Fri and Sat nights and a 
- $4 corkage fee for each bottle of wine and six pack

Thank god I have generous Jamaican neighbors with a patio. I'll visit them the next time I want to eat jerk chicken and sit outside with my own alcohol.","2010-03-21 11:01:53"
"5vPmkXJ9LhVXq6yOruMoFg","5ZdCEmGADCeoJaN5Y0OG_A","yE1raqkLX7OZsjmX3qKIKg",5,0,0,0,"This is what be of my new favorite places for dinner. Nashville has so many great restaurants but I'd rate Butcher & Bee bear the top. Everything we had was fantastic and well worth the price. The whipped feta was amazing!","2018-01-01 20:25:53"
"rHrhsfMGmYfCGiN8Ul02qQ","x67HAnA_-ukgw9qwyMVOhQ","Cu8ysHKiZmJKRY9nF3Hzsw",5,0,0,0,"These guys do good work, on time, and warranty their work.  I would highly recommend them!","2016-10-26 15:25:30"
"k4eXvIIOmJoWF8OhUcoDIw","Qy2dp9aTLc5xJsI6Tn-qiw","OeVyx-OXSVd8BWTMJjx0aw",5,2,0,1,"I absolutely love the location. I live on the north side of Indianapolis so its great to find a conveniently located range. Overall, the staff is incredibly helpful and knowledgeable. I took y mom shooting for the first time and she had plenty of questions and the staff was able to answer all of them in a way that was reassuring for a first timer. The prices for pistol and lane rentals are well within reason and the range itself is clean and accommodating. Really can't say enough good thing about this place.","2015-12-25 17:56:43"
"J-2EF8yCOTOzxFJOYivJkQ","qu-r6QIV46StPjPYKt51Og","6JFTijOMHB46yBoyVOjPCA",4,1,0,1,"My husband and I were walking downtown and stumbled upon this little gem. While walking around the building I kept thinking this can NOT be a courthouse. It's way too pretty! Where am I? I was really confused as I walked around the garden, the room with the gorgeous mural, admired the beautiful tiles, the interesting architecture, and trekked up the stairs to the observation deck. The best part it's all completely free!","2013-03-24 22:06:19"
"5WdEOjDl9buRaHE5YOzEJQ","qPORuflcC27780nm7s2UUg","f82dhKNiUXsDVPMLqKYiIQ",4,2,1,0,"The lunch buffet is excellent.  Always being refilled by cooks who are proud of their food.  The writer has lunch there about once a week and always wants a nap in the afternoon because of the good food.

One slight word of caution - this restaurant is located in a typical Tucson mall.  To call the mall ""run-down"" would be a compliment.","2012-09-14 18:49:10"
"AZZqcLFXFQOJaGjB7JQyPw","LD8YShoQOdCc8MwlwbLcgg","Ra8od8K10JLzvBcPBAFM4Q",5,3,0,1,"The greatest work DeGrazia created, in my opinion, was his home.  Never finished, always changing, the artist built his combination work space/gallery/home from materials found in the desert and continued to build and improve on it until his death.  

The main buildings now house a free museum of DeGrazia's work, including a ""for-sale"" room of art as well as a gift shop.  

Nestled in the upper desert of Tucson, the property feels like sacred ground. DeGrazia was very devout and built a chapel near the house which can also be viewed and which has become a sort of shrine to the artist.  

This is well worth a visit, from the soda cans turned into flowers to the hand made detailing including cactus inlays and shell borders of the rooms to the rambling gardens.  Truly a unique experience.","2009-08-26 20:11:13"
"0c3m-Sa2_ygtA743K1xI5Q","CuyD4RuJyyu2wS6OvEPTUg","SNclIeZ9Zxqigdkiq0hNSg",1,15,2,0,"I really don't bother with negative reviews, but this time an exception has to be made.

I'd like to follow up on Elsa H.'s review of this place, since I was a member of the family being threatened with police action over trying to purchase a lamp.  I've visited this store many times (it's only a few blocks from our house--we live in the Garden District / Irish Channel), and have had no small share of weird or rude encounters.  Previously, it was decidedly unfriendly looks from the staff, noting encounters with patrons who wanted to keep their purses rather than surrender them at the front counter, etc.  I continued to visit, however, because there's a certain sort of eclectic ""junk pile"" vibe here and some genuinely interesting stuff. This time, the epic unfriendliness of the staff was directed squarely at us, however.

One detail omitted from the previous description of this encounter is when Elsa tried to diffuse the situation with the female owner, the husband (?), rather than trying to also diffuse the situation and (perhaps?) sell something, immediately not only made the ""tell the police to hurry up"" remark  but also tried to throw additional and unrelated fuel on the fire, and blame the kids for breaking things.  Since they were picking vintage comic books for purchase with me, in a different area of the store, and the lamp was on a high shelf elsewhere, that's a little hard to digest.

I'd also like to reinforce how nice it was to have other patrons who were also going to buy things simply leave the store and follow us next door to La Davina (highly recommended gelato) to discuss what happened.

If you're visiting New Orleans and looking for antiques, I strongly encourage you to check out the other offerings on Magazine St.  If you're a local, I think it's obvious that except possibly as an anti-gentrification move, we really don't want a visitor's experience on the otherwise fantastic Magazine St. stretch to include this sort of abuse.  And finally, if you're considering consigning your merchandise to be sold by this store, I encourage you to first be an observant ""customer"", and decide if you believe anything will actually be sold at all, given the attitude of the owners.  There are better choices. 

Please don't support this horrible store.  And in summary, it's unfortunate that Yelp doesn't allow zero-star reviews.","2014-06-11 15:32:33"
"HZtFkNdql4_AMoIkcO65jA","COOpdKg0XHGmfYJFVrCA8g","krIXxF3-vdrnDqtaMv-5zw",4,1,0,0,"Well made, tasty, good portion sizes, ready for pickup on time. Many more offerings than Tiffin, our previous go to in Wynnewood. ""Medium"" spice level might be a bit hotter than some are accustomed to.","2015-12-05 23:45:40"
"l56puAlr9j6pMRlkiMvm0A","qPEnZeoZh-v8igJJi70Vhw","C1QkJ4s_p3hMTrvOgM7ssA",1,0,0,0,"Don't order unless you have over 40 mins for a couple smoothies and 2 aloe shots. Then they just hand your stuff over and walk away. Then when we finished the aloe shot the employee walks up and reaches in front of my face a the window counter the grab the tray without saying excuse me or sorry for the wait or anything. That was a very bad first and last experience.","2018-02-03 23:26:21"
"1E7uMboarmmc_5RCecsp3w","3zENaEnYWQVuOHNr-XGHwA","P61ecBVVPgBm-zH_SYq8FA",2,2,0,0,"Where to begin.  First off they don't tell you about the $35 per day incidental charge until you check in.  Then i asked them for towels as I didn't receive new ones on three different occasions.  Third, they only had two people working the coffee shop when they should've had double or more with the traffic. I had to wait 15 minutes for a latte which was way too hot. Lastly they charged me an additional 19.25 saying I went over my incidental charge when I did not go over.  When I asked the front desk lady she acted like she didn't care and didn't do anything to get my money back.  If it wasn't for the fact that my conference was at this hotel I would've stayed here to begin with. Now I know even if I come back for future conferences, I'll stay at another hotel.","2017-11-19 19:48:30"
"5JqxM7uExWgmnTrNXwBzrQ","mIM2MksPdKXSDOegsf5ZXA","yfgGVwoWMEm3mWf9iUZ6jQ",4,0,0,2,"Take advantage of your local vendorsand  agricultural amenities and come to King of Prussia. Located behind the police barracks in their parking lot.","2017-06-10 15:39:16"
"jNPr4HKapR6Xzi1EeBEFKA","zoJ_9w3z7uLyIPqpQpny1Q","pym7c6ZFEtmoH16xN2ApBg",4,1,0,0,"Tried the crawfish beignet during Sunday brunch. Great flavor, a lot of cheese but loved the spice! A Must try!

Cute neighborhood restaurant. Bartender was busy, but nice enough!","2014-03-16 16:20:39"
"9uVCTXnTmbIyiwgNne-q1g","ybQsK6IJOo02QuSTdu_1kA","XlLogD78dDkqnXFlmwhVhA",5,1,0,1,"June 12, 2014-
I am on disability and am struggling financially, and had no cooling device in my home. As the days were getting warmer, I contacted my energy assistance person and asked for advice on the situation. She suggested I contact Sierra Air as they assist people in need. So I did, and was called back almost immediately. After a short conversation, Ron, the president informed me that they would be very happy to help me out. I was put in touch with Todd the service manager and within days (today) my AC was installed!
This company has restored my faith in the goodness of the human race. I am so glad to live in Northern Nevada and so grateful to Sierra Air. This community is in very good hands. thank you Sierra Air.
Joanie Wenger
Yerington, NV","2014-06-13 00:32:52"
"cYXCPgVX3TqxYzffgukYTw","JkWKG6LWNLtM_KxZVdhSMA","k0StgZ2DwBeEB5MXYnwfVw",5,0,0,0,"We have had nothing short of a wonderful experience here. The office staff is amazing, as well as the maintenance workers. The pools are beautiful as well are the grounds. Love you Wendy, and thanks for everything","2017-08-10 01:00:00"
"0DBVw4MQ60wcRovg7YfvxQ","XVCK9X8Rib3zGa76BgMsxA","AOdw-xjhc-ZRVhJzAgJxSw",5,0,0,0,"The place gets better and better.  I feel like I've grown up a bit with Vincent's.  It's all about family here.  Bring the kids if you have em.  By the slice or by the pie it's the best and always busy.  Fresh out of the oven it's a Crispy crust, the cheese just keeps pullin with as you bite and the sauce is never enough.  Such a good slice of pizza day or night.","2018-07-28 01:41:54"
"Ti4yyXDPK9PmJViZTiPSrw","nj14LQvOqB41_fuKEmbl1Q","pOShvapemo3TgL6-GbZ1VA",4,0,0,0,"Friendly welcoming staff. They will offer samples of just about anything,  even wine! We got a pre-made portion of lasagna to take home for dinner. Delicious! The best lasagna I have had in a long time.","2016-04-26 20:11:10"
"QtZZ7V8RvIHU0nE7uLnLyA","U33y1AjWfPG4j7Dr6kCAVg","P50W1jWWLTFjuEUdkGZJdA",1,2,0,0,"This place sucks
Worse than Shenanigans

Food.....so so
Service.....Horrible
Management.....Clueless

New owner, same garbage","2014-10-17 01:39:51"
"bYgK7AAmOLatJ75WAb31eA","hpss9QedVtUN-HnBWVL63w","eS5KCIrpEB1Bp-uU1JJYyw",4,0,0,0,"Under new management. Chris and his team are definitely going the extra mile to make you happy. The food is good, the standard O'Charley's fare. Served hot and fresh, I've never had a bad meal here. And now it comes with better service. I'll take it!","2014-08-29 01:17:34"
"PBil8tvOoAmDPO4yY6fXiw","XS4rYA1V_Ru7tyf0Jl15aw","vD2jzpPv4iyOLKzITscGvA",4,3,3,3,"Thursday lunch blue plate special:

best fried chicken I've ever eaten
mac and cheese
taters
salad
tea
10 bucks

Do it.","2012-01-04 15:30:14"
"FZD-fPC4_0Hcb1YveIRB4g","7IToZiKgxuVFAYDeqIJ2ZQ","ju4YP8SLdR_BmWr_-Xh83Q",4,1,0,0,"Delicious. Very reasonable prices. Good portion sizes. Friendly service. Three of us went to dinner and paid $30!  The only complaint I have is that I wish there were more vegetarian options.","2016-06-12 04:19:43"
"Xeo5AoxeRTgFRK7aLGPVFA","qw2pXHRdYkhtDDkcCTGzkQ","cBp1fn2LXpSHe4VbTXLYEw",5,0,0,0,"Everything here is super good and relatively affordable.  They have stamp cards and students get discounts.  If you're super hungry, you can get a bowl but it's great for even snacking.  I love to order even just a side of rice and put the little spicy teriyaki on it.  The employees are super welcoming and enthusiastic and the entire environment of the restaurant is overall wonderful.","2018-05-21 22:41:45"
"r6ozVZnAYhv1hkcw1ecKaQ","1qF2iDmovDNwGicoKirGTA","jMZ56S8Y1t7cA1Ob-d-qeA",4,0,0,0,"Great place! Tuna, Edamame, Antipasto, Pork Belly all delicious! Lobster Ravioli flavors were also very nice; however, pasta itself was chewy and no real sign of lobster :( Menu stated tarragon and got sage luckily I love sage! Definitely coming back for more stuff!!! Oh , and don't forget about the music !!!!
Service is a bit strange but wasn't bothered by it","2012-10-12 02:22:26"
"S9Stdppk3e2kAM6molqeRg","4NidDxdHyv0L7lkjQyJiFw","1IjHo5kaSdFxJkJotU4O7A",5,0,0,0,"Great addition to the neighborhood.  Friendly employees, light and open space and an extensive menu.  Bonus for Cycle beer on draft.  I haven't tried the pizza yet, but everyone I have spoken to has given it positive reviews.  Enjoy the ability to share small plates and try various items.","2018-07-26 17:47:15"
"UTGCzosIZNdXERKZ44mmMA","zo1TcSon9JarZXCJHIbB0g","ir8tx6USSa-jMHGKJ9DrPg",2,1,0,0,"We got a couple of cheese pizzas. Extremely thin. Like cheese on a cracker. They say the cheese is a mix of Swiss provolone and mozzarella, but it tastes like velveeta. Plates are plastic and cups for water. The eating space was nice and comfortable, but this is probably the worst pizza I have ever eaten. We gave our extra pizza to a homeless guy in the park. Caesar salad was ok. Cannoli had little flavor. Tax rate over 11%.","2015-07-30 21:38:34"
"oYKXJZc1UufYwqc6lntXaA","L505lO2FfFFh5tYpPemAnA","HMkjv277ZaW_2tZelEn6LQ",5,0,0,0,"What a great day with Shawn!!! And a great way to spend a special occasion. I appreciate the prompt text confirmation and on time pick up. We spent 4+ glorious hours touring 4 different wineries, all with unique atmospheres. We had a lovely lunch on the patio overlooking the vines. Shawn was super fun and explained the grape growing and wine making process and tolerated all my questions with a smile. He even put up with my boyfriend's endless ""Sideways"" references. I give him 5 stars just for that! Thanks for a great day. We'll be back!","2018-02-25 20:52:11"
"N4qCGVmcaB23AE9nRije3w","EwDEl0htYedIXUQW1m1iCA","Ah7mpTWpdflSaCZHKHx8Dg",5,0,0,0,"Best donuts in West Chester. Can't speak to many of their other offerings because I can't tear myself away from the donuts! But I have enjoyed the croissants and chocolate croissants, and they are a passing substitute on days that the French bakery is closed. (Really good - just Americanized.) Staff is always friendly, and the place smells amazing! We go again and again.","2016-04-01 03:57:59"
"xF8yHfPk15FLj6CXsXKJvA","d1NWwQnhfRrFZQu-8_XD_g","wuRdlQ8jwEjWGeiRpAa3TA",4,0,0,0,"Winter cabs flight! Just as good a US Air flights. May be a little better. May be a lot better. 
""Cab-bing"" a business trip at Vino Volo is a lot of fun. 

Beware though that the Terminal A location closes at 9 PM. If you are on a late flight, make sure you get your fix in time.","2013-02-25 15:40:41"
"kbX66FJflkoKAcIcZyeltA","fOvDYxYCEL7vkQGJPoWNew","b7V_5q22_eTeHlYzq1bpFw",4,0,0,0,"Great food with affordable price. Homemade feeling. Had the seafood basket and it was great.","2018-09-25 15:09:59"
"GzLI8Uxwjv99vthw9SZr4Q","FMTng0_P50PrN9wDyc-W9w","JvawJ9bSr22xn4R9oLvl_w",2,0,0,0,"We went in for lunch and the food was tasty but our waitress ignored us the whole time we were there. We had to pull over other waitstaff to assist us while our waitress chatted with bar staff with her back to us for the entire hour we were there. We couldn't even get our drinks refilled. Even though we returned to many NOLA restaurants for a repeat visit this was not one of them.","2015-02-19 06:10:24"
"49DkIq2a8PRY6VhBfL_7IA","ZChm0C4YeOihxVvy8nfhfw","qONvIS94nZhXYm-jccXyuw",1,1,0,0,"Well. It used to be great. But The service has changed.  The last two times we ate there, service was not good at all.  Undercooked fish.  Watery macaroni. Cold onion rings.  Very disappointing.  We stayed away for a few months then tried again.  This time service was poor, prices raised, and smaller portions.  Sorry top hog.  That's it for our group.  Won't be back.","2018-08-14 04:11:49"
